rank,fitness_,ctk_string
238,2517.43293714705,C[l(B4[t(B2)])]<t(B2[r(B[t(B4[b(BH2H2)]H6H4H)]H2H2)]H4H2H6)>
239,2517.135500282855,C[f(H2H4H2H6H2)]<t(BHH6HH2)>
240,2516.5061352535163,C[f(B[t(B4)]H4B6H2)]<t(B6[b(B4[tb(B4)l(B[b(B)])])t(BB[l(B6)]H4)])>
241,2516.489754046469,C<t(B[r(BH6H4)]B[b(B4[b(B2)])]B2H2H4H)>
242,2516.4472809838617,C[r(B)l(B6[t(B4)]B2[r(B)])f(BH4HH4H)]
243,2515.9982345458434,C[l(B4[t(B4[t(B2[r(BB6HH6H2)])]H2H4)]HH2H6H6)f(H4)]
244,2515.9742437301807,C[f(H2)]<t(B6[r(BB[b(BH4H2H6H4)]HH6)]H)>
245,2515.755315225541,C[f(B[r(B4B4[r(B2[t(B2H2H2H4H6H6)])])]H2H4)]
246,2515.405901575684,C<t(B4H2B4[t(B6H6H2H4H6H6)b(B[rb(B6)]H)])>
247,2514.063644634969,C[f(B6B[l(B2H6H)t(B4[l(B6[r(B4)b(B6H6)]H2)])]H4H4)]
248,2513.332393426505,C<t(B[r(B2H)t(B4[l(B6[b(B6[b(B2)])]H4)])l(B[t(B2[l(B6)])])]H)>
249,2513.234701856237,C[f(B2[r(B6)]HH4H2H2)l(B6B6[t(B6H)]H2H6H6H6H)]
250,2513.1288508906264,C[r(B2[b(B6)]H4)]<t(B6[t(B2[b(B)])b(B4H2)]B4[b(B2[t(B2)]H)]HH2H)>
251,2512.9063671722693,C[r(B4)]<t(B[l(B4[r(B2[r(B4[r(B[b(B6B6[l(BH)]H2)])]H)])])])>
252,2512.8672598720877,C[r(B4H4)f(H2H6B4[l(B2)t(B4[l(B6)b(B6H)])]H4H)]
253,2512.8032468601896,C[f(H6H6H2)]<t(B4[t(B[r(B6H6)])]B6H)>
254,2512.7995135107712,C[l(B2[l(B4[t(B4H6)]B6[t(B4H6)])])f(H6)]<t(B[t(B6[r(B2HH2H)])]H)>
255,2512.719404732478,C[f(H2HH4B4[t(B6[l(B4B2)])]B6H4)]
256,2512.518787042045,C<t(B2[r(B4[r(B2)]H4H6HB2)]H2H2H)>
257,2512.5061351887575,C[f(H2H6H2)]<t(B[r(B4B[t(B2[t(B6H4H)])l(B4)r(B6HH6)])])>
258,2512.3607459573304,C[l(B2[r(B6[l(B[t(B)])]H4H2B4[b(B2)])]H6)f(H)]
259,2512.244297369416,C[r(B2[b(B2[t(B2[t(B[r(B6)]H2)])l(BH4HH2)])]H6H6)]
260,2512.189880038883,C[f(B2[t(B[b(B4B4HHH)t(B4H4)l(B6H)]H2H6)]H2)]
261,2511.2958910060784,C[f(B6[l(B6[l(B2[l(B6)]H6)])])]<t(B6[t(B2)b(B4[b(B6[t(B4)])r(BB4)])]H)>
262,2511.106475077275,C[f(B6[r(B[t(B4[t(B4[t(B4)b(B6H)]H4)r(BH6H2H2H6)]H)]H2)])]
263,2510.875494633133,C[f(B2[l(B6)b(B6[b(B2[b(B6[l(B4B4B4)]H4)]H2H2H4HH6)]H2)]B6)]
264,2510.8230768511326,C[r(B4[t(B2[b(B2)l(B[l(BH4)]H2H2)]B4H2H6H2)])f(H4H2)]
265,2510.686233500348,C[f(B6[t(B4[l(B4[t(B4H4)b(B4[b(B4)l(B6H2H6H6)]HH)]H)])])]
266,2510.573124127177,C[r(B4[l(BH6H4)]H2H4HH6)f(HH2BH4)]
267,2510.331809328545,C[r(B2[l(B[b(B4H6HH6)])]H4)l(B6[l(B[t(B4HHH6)]H2)])f(H6)]
268,2510.129080274252,C[f(B[b(B2)l(BH)]B2[l(B2[b(B6H)]H2HH6)b(B2[l(B2H)]H4)])]
269,2509.8384127358136,C[f(B6[l(B2H6H6H)t(B6H)b(B6[r(BH2)]H2)]H4B2H)]
270,2509.6310077223766,C[l(B2H4H4)r(B6H)f(HH6B2HH6H)]
271,2509.1688472113833,C[f(BHHH4)r(B[l(B)b(B6[t(B6)]B)]HH4H)]
272,2508.3740294260474,C<t(B2B[b(B2H6B[t(BHH4)])t(B2[t(B6)])]H2H4)>
273,2507.841844946608,C[f(H2B[b(B[r(B4[b(B4[r(B4HH6H)])]B[b(B4H)r(B6)])])])]
274,2507.6553229311953,C[r(B4)f(H4HB4[l(B4[t(B6[t(B6[b(B2)]HH2)])]H2H4H6)r(B6[r(B)])])]
275,2507.208200363734,C[f(B[r(BH6H4H6HH6H2)]B6H4)]
276,2506.6208699659264,C[f(B2[t(B4[b(B2[r(BH6)]H6H)]H4H2)l(B4[b(BBH4H)])])]
277,2505.970866550815,C[l(B2[l(B4[r(B)]H)t(B[l(B6[l(B4H6)]B6[lt(B2)])])])f(BH4HH6)]
278,2505.015875425428,C[l(B6B2[b(B4[t(B2[b(B[b(B4[b(B6H2)])])]H4)b(B6H)]H6)])]
279,2504.7774756686536,C[f(B4[b(B6[b(BB[l(B6B4[b(B4)]H6H)])]H)]B)]<t(B6[r(BH4)]H4H6)>
280,2504.6283640208103,C[f(B2[b(B2H2)]B[l(B4)]H2)l(B4[l(B6HH2B4)]H4)]
281,2504.4460407980823,C[l(B6[l(B2[l(B2[l(B6)])]B2[l(B4[r(B6[b(B2H2H2H4)]H6)]HH2)]H)])]
282,2504.27646397814,C[f(H6H2)]<t(B2[t(BB2[r(B6)])]B6[l(B2H4H4)b(BH4H)]H2)>
283,2504.1010839507353,C[r(B2[t(B2HH6)r(B4)l(B6)]H4H)f(H6)]<t(B6[t(B6)])>
284,2503.775001456129,C[f(B[t(B2H)r(BH4H4H2)]H4H6H6)]
285,2503.3908734001943,C[r(B4[b(B[t(B[l(B2H2H2)]H4)]H6)]B6)f(H4H4H6)]
286,2503.2368344161705,C[f(B[t(B2[r(B6HH6H4)])r(B4[b(B4)l(B4H)]B6)]H2H)]
287,2503.08895418294,C[r(B[r(B6[r(B4[t(B)])b(B6H4)t(BH4)]B2H2)]H2H6)]
288,2502.851942534292,C[r(B6[t(B2)l(B4[l(B[b(B)]B)]H)]H)f(H4H2H2)]
289,2502.753615064338,C[r(B[l(B4)]H6H4H2H6H6H2H4)f(H4H4)]
290,2502.5937272618294,C[l(B2H)f(H4B2H2B6)]<t(B2[b(B4[t(B4)])t(B6)r(B[t(BHH)])])>
291,2501.1706252930826,C[f(H2HH4HB6[t(B4B2[r(B6)])b(B6H)]H6H)]
292,2501.151996014635,C[r(B2HHH4H6H2H)f(B6B2[t(B[b(B2)])]H2H4H4)]
293,2500.4682165028503,C[f(H6B[l(B4H2H4)]B[r(B[l(B2H2)]H4HHH6)]H)]
294,2499.7656028378624,C[r(B4[l(B4[lb(B6)t(BH6B)]H4B[r(B)])]H4H4)f(H)]
295,2499.184971132856,C[f(H4B6[r(B6[b(B)]H4H6H2)]HH2H6)]
296,2499.096233940044,C[l(B4[l(B6[t(B4[r(B6[l(B6H4)])]B6)])])f(H6HH2H)]
297,2498.958496849483,C[l(B2[r(B[t(B2[t(B6[l(B6H4H)]HH)])]H4)])f(H6)]
298,2498.868720866029,C[f(B6)]<t(B2[b(B2[b(B6[l(B6[t(B2[b(B6[b(B4[b(B4)r(B6H)])])])])])])])>
299,2498.7156520474837,C[f(B6[t(B2[r(B6H2H2)]HH2H)r(B6H)l(BB[l(B4)])]H6H)]
300,2498.702476079825,C[l(B[b(B2H6H6)]H6H6H2)f(H2H4HH6)]
301,2498.658791098497,C[r(B2H4)f(H4H2B2[l(BH6H2H2)]B4[t(B6)])]
302,2498.2207121140173,C[f(HHH4H2H2H4)]<t(B4[t(B[r(B4HB)])]H)>
303,2498.0713892286285,C[l(B[r(B6[r(B6[b(B2[r(B4)])])])l(B[t(B6[t(B6[r(B6H6H2)])]H6)])]H6)]
304,2498.0338832606863,C[r(B4[t(B2H2)b(B6H2HH)]H6B4H6HHH6H4)]
305,2498.023881377597,C[r(B6[l(B6H2H2)]B)l(B[b(B4[l(B6B2B2)]H6)]H4H4)]
306,2497.867469501366,C[r(B6[t(B2[r(B6H6B6)]H4)l(B6)]H4HH4H)f(H2H4)]
307,2497.7171077608596,C[l(B2HH6)f(HH2)]<t(B4[l(B[t(B6[lt(B6)]H6)]H2B4)])>
308,2497.0943150482362,C[r(B4)l(B[t(B2[l(B[b(B6B2[r(B4[r(B6B6[b(B6)])])]BH6H)]H2)])b(B6H)])]
309,2496.6408873131113,C[f(H4)]<t(B[t(B4[r(B[b(B4)]H2)]B[l(BH4H)]HH)]H2)>
310,2496.151137117691,C[r(B6[l(B2[t(BH)b(BH4H6H2B)]HB6)])]
311,2495.6456636923076,C[r(B[t(B)r(B6[b(B4H)t(B4[t(B6[r(B6[t(B4H2)]H6H2)])])]H4)]H6)]
312,2495.56740639264,C[r(B4[b(B6)])l(B4[b(B[t(B[t(B2[t(B4H2)]B4)]H2HH2)])]H)f(H2H6H4H6)]
313,2495.5591521580836,C[r(B2[l(B4H4H6)r(B6[b(B)l(B6)]H)]H2)]<t(B[r(B6H2)])>
314,2495.3612846214573,C[r(B2[t(B6H2H4)]H4)f(H)]<t(B2[l(B6[t(B)])]H6)>
315,2495.097915067576,C[r(B4H6B4[l(B2HH)]H4H2H2)]
316,2494.7398858429815,C[r(B4[t(B2[b(B4[b(B6[t(B4H2)r(B4[l(B4)])])]B4)])]HH4H4HH6)]
317,2494.4437233290337,C[f(HH6H)]<t(B4[t(B4H4H2)l(BHB2)])>
318,2493.946037564626,C[l(B2H4)r(B6)f(H2HH6H2)]<t(B4[l(B[b(B2B2)t(B4H6)]H2)]H6)>
319,2493.574641291839,C[l(B2[l(B)t(B6H2)r(BH)]H6)r(B4H2)f(H4H2H)]
320,2492.5129182953438,C[r(B2[t(B2B6[t(B6)]H)b(B2H2H4H)r(B6)])f(H2H6)]
321,2492.1577564179506,C[f(H2HH4H6B6[r(B[r(B)b(B2[t(B2)b(B2H2H)]H4H2)])]H2)]
322,2492.005813026302,C[f(H6)]<t(B4[l(B2[r(B6)l(B[r(B)b(B4H)])]H6HH6H4)])>
323,2491.4740100008585,C[r(B6H2H2)f(H6)]<t(B4[t(B[t(B4[b(B[t(BH2)])]H2)]B6[l(B2)])]H4)>
324,2491.453744697461,C[f(H2)]<t(B2B4[b(B2[b(B4[t(B4)]B4H6H)])l(B6H6H6H4)]H)>
325,2491.4372862526684,C[f(H)]<t(B6[r(B6[l(B6)]H4H2)]B6B4[b(B[b(B6)]H4)]B6H)>
326,2490.4850143224057,C[l(B6[r(B2H4H6H2H2)b(BH4H4)])r(BH2)]
327,2489.536826610581,C[r(B[l(B4[t(B6[t(B6H6)]H6H)])]H6H4)f(H4H6)]
328,2488.621238808299,C[f(B2[t(B[t(B2)l(B6[l(B6[l(B)]H2H6)]H4)]H4)]B4HH4H2)l(B4)]
329,2488.4114233928376,C[r(B4[r(B2[r(B4[l(B2[l(B2[b(B6H6)]H6)]HB2[r(B4)]B6H6)])]H2)])f(H6)]
330,2487.6821030936626,C[r(B[r(B2[l(B2[l(BH2H6H4)])])t(B[b(BH2)]H4H6)])f(H4)]
331,2486.941677617773,C[r(B4H6B6H4H4H)]<t(B6[l(B[b(B2H6)r(B4B4H4)]H6)]H2H6)>
332,2486.9081110012485,C[r(B2[l(B6H4H4H)]H2H4H6H6)f(H6HH)]
333,2486.7210136492176,C[l(B6[r(B6H)t(B6[l(B)]H2H6H)])]<t(B2H2H)>
334,2486.6784959634087,C[r(B2[r(B2)]B2)l(B[t(B6[t(B4H2H4)]H6)]B4[b(B4[b(B6)t(B6H4H)])]H4)]
335,2486.6716990437812,C[f(H4H2H2)]<t(B[l(B[r(B)l(B2H2H4H6)]H6)]HH)>
336,2486.4230470111997,C[l(B[t(B4[b(BH6)])]HHH4)]<t(B[b(B[l(B2)])])>
337,2486.269839334639,C[r(B6[l(B6H4)]H4H4)f(BB4H2H4H2)]<t(B2H2)>
338,2486.15101498786,C[l(B2[l(B6H2)t(BBH4H6)]H)f(H4H6)]
339,2485.9376467774255,C[f(B[t(B2[b(B2)]H)b(B4[b(B4[t(B)]H4HH4)])l(BB[l(B4)b(B6BH)]H6)])]
340,2485.82796146108,C[f(B6[b(B6[r(B6[l(B6[lt(B)]H2H2)])])t(B[r(B[b(B[r(BH4)])]H2)]H2)])]
341,2484.9965323636743,C[r(B[r(B6[l(B4[r(B2[r(B2[l(B6[r(B6)]H2)])])])t(B6)r(BB6B4[t(B4H2)r(B6)]H6)])])]
342,2484.854999652259,C[r(BB4B2[l(B6[r(B4[t(B2[r(B4H)]H2H2)])]H4H4)]H4)f(H2)]
343,2484.6846550872933,C[l(B2H2)f(H6H2B2[t(B4[t(B4)b(B[l(B)])])]H6H2)]
344,2484.509771428373,C[l(B2[b(B4[t(B2H6)b(B2[l(B6[l(B4)]H6)]H2)l(B[r(B2)]H6H)])])f(HH6)]
345,2484.502956015007,C[l(B4[r(B6[l(B4)])t(B6[r(B6[b(B4H2H4)]H4H)]HH2)]BH6H)]
346,2484.310377259936,C[f(B6[r(B6B6[b(B6H6B4[b(B6H2)])])])]
347,2483.8655949091967,C[l(B2HB4[l(B2H2H6H2)b(B6BH6)]H4)]
348,2483.8271109910447,C[r(B2[t(B4[l(B2H2H)]B4[l(B4[l(BH4)])])]H4)f(H2)]
349,2483.6779529321348,C[l(B4[r(B6[b(B4)r(B[t(B2B2H2)b(B6)])])]HH2)f(H6)]
350,2483.640879673988,C[r(B2[l(B2[t(B4[b(B6[b(B4)]B6)])]HH2H6H2)]H6)l(B6[b(B4H6)])f(H6HH2H)]
351,2483.49152281481,C[l(B2H4H4H2B4[t(B[t(B2H)]B6[l(B[r(B)])])]H6)f(H4H2)]
352,2483.3695545822875,C[l(B6[t(B2H2H6)r(B6H4H6H4H6H4H)])f(H6H6)]
353,2483.212862547173,C[l(B[b(B2[r(B6[l(B4)r(B6HH6H6)])]HHH6)]H)f(H)]
354,2483.1818008912965,C<t(B[r(B4[b(B2)r(B4H4H4)]H6)]H6)>
355,2483.086854213986,C[f(B4B6[l(B6[l(B6)b(B[b(B6H4H2)]HH2)])]H6H)]
356,2482.6791729802862,C[r(B6B2[b(B2[l(B2B6)r(B4)])]B4[l(B6H4H4)]H2)]
357,2481.9574213264723,C[f(B2[b(B2[b(B2)]H4H)]B2[t(B4H4)b(B4[b(BH)])]H6)]
358,2481.6867924422054,C[l(B6[t(B4[t(B)]H6)b(B[b(B2H6B6)r(B4)]H6)])f(H)]
359,2481.469907249996,C[l(B4[b(B6[r(B2H)l(B2[b(B[t(BH2HH4)])])])]H6)f(H2H6)]<t(B6)>
360,2481.4332222446164,C[r(B6[r(B2H2)b(B4)]B2[l(B6[r(B2)])]B6[t(B)])f(H2HH2)]
361,2480.9243792087764,C[l(B4[l(B2)])]<t(B2[t(B2B[b(B4)l(B6B6[t(B6)])]H2)]HH4)>
362,2479.1317583382497,C[f(H2H4H4H6H4HH2H4H4H4H)]<t(B[r(B2)]H4)>
363,2478.8315719136326,C[r(B4B[r(B6[t(B2[l(B6HHH)]H2H)]B)]B2H2)]
364,2478.64328531874,C[l(B2H4H6HH)r(B6[t(B4BH6)]B[r(B4)l(B6)])f(H2)]
365,2478.604095164042,C[r(B2[t(B4H2)l(B6[r(B4B2)]H4)]H4B4[b(B4H2H6H)]H)]
366,2477.682764177427,C[f(B2H2)l(B6[b(B6[l(B4H2)b(B6[b(BH)t(BHHH2)]HH4)])]H)]
367,2477.4789031283035,C[l(B2[r(B6[t(B[r(BH4)]H6)]H4)l(B[t(B2H6H4H2)]B2)])f(H4)]
368,2476.8373338330443,C[l(B4[l(B4[t(B6[b(B)l(B2[r(B[l(B2[b(B)t(B4HH6)]H2)])])]H2H4)])]H6)]
369,2476.562121289412,C[f(HH6)]<t(B4[r(B6[r(B)])]B6[t(B2H6H4)])>
370,2476.416082968467,C[r(B4[b(B4[t(B2[b(B4)t(B[r(B2H2)l(B6[r(B4)])]H4)])l(B4)r(B6)]H4)]H4H2)]
371,2476.3971337675043,C[r(B)f(H2B2[b(B2[b(B[b(B4)]H2B[b(B6)])]H2H6H4H4)]H4)]
372,2476.0553665399248,C[f(H6H2HH)]<t(B2[l(B2[t(B[b(B2H6)]HH4)]B)])>
373,2474.8430160970306,C[f(H4H6HH4H6B6[r(B4[t(B2[b(B6[t(B6HH4H2)])]B2H2H2)])]H6)]
374,2474.771727279959,C[r(B2[t(B2[b(B[r(B2)])])l(B[r(B)])])f(B4[t(B4)]H2)]
375,2474.4932329987414,C<t(B[t(B4B4[b(B4[l(B4[l(B4H2)]H)]H2)]H4)]HH4HH6)>
376,2474.1612838748574,C[l(B2H6)f(H2B4[t(B)l(B6)]H2HH2H4)]
377,2474.070262605921,C[f(B[l(B4[t(B6B4[l(B2H6)t(B4)]H4)]B6H6H4H6)]HHH2H4)]
378,2473.944500477144,C[r(B4[t(B2H4H6)]H6)f(BH6H6H6H)]
379,2473.9266897925313,C[l(B2BH2)r(B2HH4H2H2H2H6)f(H2B2H2)]
380,2473.728669529435,C[r(B2)f(H2)]<t(B[t(B2H6H6H)r(B6[t(B4[tb(B)])])])>
381,2473.719571564988,C<t(B4[r(B2[b(B6)]H)b(B6[l(B6[b(BHH2)]H6)])])>
382,2473.526171645578,C[f(B[b(B4[t(B6[l(B[t(B2)]H4)]H2H4)]B4H2H2)]H6)]<t(B6H2H4)>
383,2472.2670865354844,C[l(B4[t(B6[b(B2)r(B4)l(B6)t(B[t(B4H2)]B[r(B2)])]H6H)])]
384,2472.0344598336583,C[f(B6[t(B2[l(B6)t(B6H4)]B6B[r(B4H4)]H2HH2)r(B6H)]B2)]
385,2471.5518658292785,C[f(B6B6)r(B6[r(B[r(B4[l(B[l(B4)b(B4[t(BH)])])]H6)])]H6H2)]
386,2471.437693729593,C[l(B[t(B4[t(B[b(B6[t(B2[b(B)]H)])]B4[b(B2BH2)]H6)])])]
387,2471.2286374852188,C[f(B[t(B6[b(B4[b(B4)]B[r(BH)])]H)r(B[b(B4H)]H6)]H)]
388,2470.1451144402336,C[r(B2B6[l(B2)])f(B2H4H2H2H6H4)l(B2[b(B4HH2H4)])]
389,2469.0458328154577,C[f(H6B2[t(B4)]B6H4H6B6H4H6H2)]<t(B2[r(B6H4)]H6H6)>
390,2467.6338370219164,C[l(B6H6HH4HHH2)f(B6[r(BB6)]H2)]
391,2467.553091973482,C[l(B[t(B2H4H2H4)])f(H2)]<t(B4H)>
392,2467.52867628117,C[l(B[l(B4[b(B[b(BH4)]B4[t(B6)]H6)]H6)]HH)f(H2H6)]
393,2466.5748026182227,C[f(H2H2H2B2B6[t(B4H)]H6H4HH2)]
394,2466.301323454024,C[r(B6HB[l(B4H6H4)]B6HH)f(H6)]
395,2466.224099257912,C[f(H2B[t(B6H2)])]<t(B6B4[r(B)t(B4[b(B6[l(B6H4H4)])]H6B2HH)])>
396,2465.475227074575,C[f(H6)]<t(B[r(B6[r(B2H2)]HH6H6)b(B[t(B4B6H6)])]H2H2)>
397,2465.0111020737622,C[f(H2)]<t(B2[r(B2[b(B4[r(B6[l(B[t(B2)]H2)]H4)])]H2)])>
398,2464.9848572144037,C[l(B6[r(B2[l(B2)])b(B[r(B4H2H)]H6H6)]H4H4H4)f(HH4B4)]
399,2464.7881084291716,C[r(B4[b(B[l(BB)]H6H4H)]H6)l(B4[l(B2)])]
400,2464.5297010433164,C[f(H4)]<t(B4[t(B[tb(B)r(B4[l(B4[t(B6[r(B4[l(B6)]B[t(B6)])]H)])])]H6)])>
401,2463.5623817743694,C[l(B4[r(B2[t(B6[b(B2[l(B6)])])]H2H4H)l(B6H4)]H2H2)]<t(B6H6)>
402,2463.37176549212,C[r(B[r(B2[t(B4[b(B2)t(B6[t(B2H2H4H4H4H6)])]H2)]B4)]H6)]
403,2463.2202115028604,C[r(B6[l(B2[r(B2[r(B2[b(B2[b(B4[b(B6)]H4H4)])])])]H4H2)])]
404,2463.10779084961,C[f(H4HH6)]<t(B[b(B4H6)l(B6H2H6)]H4H2)>
405,2462.8839006003013,C[f(BB2[r(B2B2[b(B2B2[b(B4H6)]B4H6)])b(B2BH2)])]
406,2462.726696060742,C[r(B2[l(B6)]B[l(B4B2[t(B6)])]B2[b(B6)]H2H4H4H4)f(H6H4)]
407,2462.399975816724,C[l(B6[b(B6H2)])f(H4H4H2HH2)]<t(B2HB)>
408,2461.6650691612504,C[l(B4[l(B6)r(B6[l(B4H4)r(B6[b(B4)]H6H6HH4)]B6BH6)]H6)]
409,2461.596435918405,C[f(B2[b(B4H6)r(B6[t(B4[r(B[l(B4[l(B[r(B2[l(B4)])])])]H2)])r(B6)])]H6)]
410,2461.5932913902516,C[r(B[r(B6[t(B6[r(B)t(B6)])]B6[l(B4)]H6H2)b(BBH)])f(H6)]
411,2461.3554843150223,C[r(B4[t(B[r(B2[r(BH6)]H2)l(B6)]H)]H4HH)f(H4)]
412,2460.416034638939,C<t(B6[r(B6[b(B4)r(B[b(B)l(B6[t(B4H6)])]H6HH4H6)])]H2)>
413,2460.3895137578847,C[r(B4HHH6)]<t(B2[l(B4[l(B2[b(B4[r(B2HH)]H2H6)])])])>
414,2460.272897440198,C<t(B6[b(B2[b(BHBH4)]H4H2HH4)]H6H6H)>
415,2459.385762828988,C[f(B6H)r(B6[t(BHH2HH2)]H6)]
416,2459.170198255244,C[l(B6B4[t(B2H6H)b(B6)r(B6H2H4H6)]B2HH2H2H6)f(H6)]
417,2458.797189674774,C[l(B4[t(B6H4)]H4HHH4H)f(B6H4H6H4H2H2)]
418,2458.670381031061,C[f(B2H4B4H6H6H6)l(BH2H6HB2H2H2)]
419,2457.979509103739,C[r(B2[l(B2[r(B4[r(B2B6)]H4H6)]H4H)])f(H4H4H6H4)]
420,2457.4006813356355,C[l(B4[l(BB6[b(BH4)t(BHHH2H2)]H6B6H4)]B2H6)]
421,2457.387305455305,C[r(B6)f(B6[r(B[r(B2[r(B2)t(B2H2)])]B4[b(B6[l(B[b(BBB2)])])])]HH4)]
422,2456.795984272723,C[f(B2[t(B6[l(BB[b(B4[t(B2H2)])]H6)])]H)]<t(B4[l(B2H)])>
423,2456.74619694211,C[f(B2[r(B2H2H2)l(B2[t(B4[t(B6H)]H6)]H)]H6H6)l(B6[t(B4)]H6)]
424,2456.669568841875,C[l(B2[t(B4[l(B2[t(B6)])b(B6HB4HH4H6)])]HH)f(H6)]
425,2455.776019378965,C[f(B2[l(B6[r(B2[b(B4[l(B4H2)]B2[b(B2)]BH4H2H6)]H2)])]H6)]
426,2454.4298069502065,C<t(B[t(B[r(B4[r(B2H4H)]H6)])r(B[r(B6H2H4H6H)]HH4)]H6)>
427,2454.322831365746,C[l(B4B2[t(B[r(BB4H6)]B6H2)]H4H)f(H6)]<t(B4)>
428,2454.2904045143314,C[l(B2[l(B4[b(B6)]HH6HH2H6)]H4)f(HH4H2)]
429,2454.094289349683,C[f(B4[t(B6[t(B[b(B6[r(BH2)])]B6H)]HH2)]H)]
430,2453.4473318534265,C[l(B6[t(B6H2H2)r(B[t(B4)]H6)]B4)f(H6H2)]
431,2453.2128634841556,C[l(B4[t(B)]H6)f(HH)]<t(B2[r(B2[l(B2)]B4[l(B)])])>
432,2452.967369663468,C[f(B6[r(B2BH6H2H6)l(B[t(B6)b(B6[t(B4HH)])])]H2H6)]
433,2452.6451077418087,C[f(B2[t(B4[b(B6[t(B4[t(B4[b(B[r(B6)b(B6[r(B4)])])])])]H2)l(BH4)])]HH2)]
434,2451.253460784827,C[r(B6[t(B4[r(B6H2)]BH6H6H4)]H4)]
435,2451.154230794342,C[r(B6[b(B2[t(B4[b(BHH4)]H)l(B6H4H2H6)]HH6B4H4)t(B4)])]
436,2451.114201221335,C[f(H4H4H6H)]<t(B2[r(B2H6H4H4)]H4BH2H4)>
437,2450.9327634817964,C[f(B2[b(B2[r(B4HH2H2H4H6H4)]H4H6H6)]B6H2)]<t(B4H2)>
438,2450.6193743115023,C[f(H4B4[t(B[r(B[r(B4)]H4H2H6H2H2)]H2)]H2)]
439,2450.533609620432,C<t(B4[l(B4[r(B6)t(B[r(B4)l(B6H2)]B4)]H6)]H4)>
440,2450.469919401509,C[f(H2B[b(B2[l(B4[b(B4H)])b(BHBH4)])]H)]
441,2450.4531637026166,C[r(B4)l(B4[b(B4[l(B4[b(B6[l(B6)]H)])])r(B6[t(B2)]H2)])]
442,2450.388087816835,C[f(B[l(B2[l(B6H4)]H6H4H2HH6)]BH)]
443,2450.1750336270147,C[r(B4[r(B4B2[r(B6)]H2H6H2H2H6)t(B6[l(B6)]H4)]B4)f(BH2)]
444,2449.951458630072,C[f(B2[t(B[r(B4H4)]H2H)])]<t(B4[b(B2)]H6)>
445,2449.764108034844,C[l(B6[t(B2[r(B6)]H4)]H)f(B[l(B[r(B6[l(B4H6HH4)]HH4)]H2H4)])]
446,2449.109367416734,C[r(B4B6[l(B)r(B6[r(B6B[b(B6[t(B4H4H4H4)])]H)]H4)])f(H6)]
447,2448.1631742973605,C[r(B4[r(B2B[b(B2[l(B4[r(B2)])])])l(B2[t(B6B4)])b(B4H2)]H6)f(H2)]
448,2448.0639615818104,C[f(H4H6B6[b(B4[r(B4H4H2H2)b(B4HH2)]H6)r(B4[t(B[b(B2[l(B6)])]H6)])])]
449,2447.2085795091493,C[l(B[t(B4[t(B2[t(B6H6)]H6B4H4B4)]H4)]H4H)]
450,2446.4098141210598,C<t(B4[r(B2[r(BH4H4H6H2)]HH2BH4)b(B[l(B)]B6)])>
451,2446.386872325941,C[l(B2)f(B2H6)r(B2[r(B[b(B4[l(BH2H6H6)]H2)])]H)]
452,2446.2747032210245,C[l(B6B4H6)f(H)]<t(B4[t(B4)b(B6[t(B2[t(B)])]H4H4)]B6[l(B2H4)])>
453,2446.1291738403743,C[l(B2H2H6HHH6)r(B6[l(B4H4)r(B6)t(B6H2)])f(H6)]<t(BH4H2)>
454,2445.1535777326358,C[f(H2H)]<t(B[t(B[b(B2[t(BHH6)]H2H)]H4H)]B4H4H4)>
455,2444.073521992393,C[r(B2[t(B6)l(B[b(B2B2H2H2H6H6H6)t(B4H4H2)]B2[l(B2)])])]
456,2443.8273083350837,C<t(B2[l(B4[b(B[r(B2H4H6)b(BH2)]H)]H2)]H4H2H)>
457,2443.6899430209432,C[r(B[l(B4[r(B4[t(B6[t(B2)])])]HHH6)]H)f(B[t(B6H4H6)]H6)]
458,2443.2640953163436,C[r(B4B2[l(B6[b(B6HB6[r(B6H)t(B6[b(B2[l(B)]H6)])])])]H6)f(H2)]
459,2441.8625258912575,C[f(HH)]<t(B4[r(B2H2B6[l(B2H6H2H2)]H4H)]H4H6H)>
460,2441.4456060788334,C[f(BH)]<t(B2[b(B4[b(B2HH2H2H6)])l(BH)]H6)>
461,2441.166366927517,C[l(B6[l(B4[t(B2[l(B6H2)t(B[l(BH6H2)]H4)]H4HH4H2)])])]
462,2440.9189903087736,C[l(B[l(B6[r(B2[b(B[b(B)r(B6[l(B2H6)])]H4)t(B[l(B)])])]H4H4)]H)]
463,2440.3496542512557,C[f(H2H4H6)]<t(B4[r(B4)b(B6[b(B4H4)]B2HH4)])>
464,2440.1806466796183,C[l(B6B4[l(B2[l(BH)]HH2)]B2HH4H2)f(HH)]
465,2439.9727460650874,C[l(B6[l(B2H2H2)]B6[b(B2[t(B4)])]B6HH6)f(H4)]
466,2439.117402602482,C[f(B4H6)]<t(B[t(B6[r(BH4H6HH6H6)]H6H6)])>
467,2438.743067065242,C[r(B2)]<t(B[t(BH2)l(BH4)]B6HH2B2[r(BH2H2H)])>
468,2438.7291463992865,C[f(B4[r(B2)l(B4[r(BH2H6H4H2)]H4H4)]B)]
469,2438.588252402359,C[f(B4[b(B6[r(B4H2)b(B6)])t(B[l(B)]B6H4)]B4H2H)l(B6H6)]
