ctk_string
C<b(B2)t(B6[l(B3[r(B3B7B2[t(B2)])l(H6)])b(H2B[b(B6B5)])]B2B1)>
C<b(B2[l(B7[r(B6[t(HB5[b(B3[r(H4)])])]H)])])t(B4[t(B[t(B7[l(B)])])l(H1)])>
C<b(B2[r(B2[r(B6[r(B3)l(HH)])]B2[b(B7[l(B6)r(H)b(H4)t(H7B1[r(B)t(B[l(B3)])])])])])t(H3H7)>
C<b(B2[t(B7)b(B7[b(H5)]B4[t(B7[r(B1[t(B3)])l(B3[t(B6)])t(H5)])l(H2)b(H4)]H)])>
C<b(B4[l(B2[b(H6B6)])]B2[r(H2H2H1H7)t(H5)])>
C<b(B4[l(B7[l(BH5)]B2[t(B5)lb(H4)]B4[t(B7[r(B3)])r(H1)]H6H2)])>
C<b(B4[r(B4)l(B6)b(H6B5[b(B5[l(B2HH4)b(B3)r(H4B7)])t(H5B1[b(B2)])])])>
C<b(B4[t(B1[b(B6)])l(B4[b(H3H7)t(H4)])]B7[l(H3H7)t(H5)])>
C<b(B4[t(H3)]B4[l(B4)]B2[t(B6[b(B[t(B7)l(B[b(H3)])])])l(H6)]H3)>
C<b(B4[t(H3B2[l(B2[l(B1[b(H1)])])]H7)l(H3B7[r(B3[b(B1[b(B3)])t(B2[r(H4)])])])]H3)>
C<b(B5[b(B1)l(B1[b(B3[l(B1[r(B1[r(H3H4)])b(B6)]B2)]B4[r(HH5)])])t(H3)])>
C<b(B5[b(B4[t(B7B4[l(B6)])])t(B5)l(H3)]B4[t(B6[l(H3B5[b(H5B5)])])])>
C<b(B5[l(B1[r(B4[l(B6[t(B4[b(B4)t(H2)])r(H5)]B2)]H7H7)l(H6H7)])])>
C<b(B7[r(H3)]HB2[r(H2)l(H3)]B4[l(H2)]H)t(H7H5)>
C<b(B7[t(B3[l(H1)r(H7B2[t(B5[t(B1[r(H1B)])r(H7)])r(H1H1)])])])>
C<b(B7[t(H5)]B6[t(HH6)]B[l(B7[l(B6[l(H7)])r(H1H2)t(H3)]B1[r(H1)]H2)])>
C<b(H4B4[t(B4B[r(H2H4)]H)l(H2H3H4)]H5H6)>
C<b(HH3B[r(B6B6[r(H2HB1)]B7[l(B6)]B[l(B6[r(B2)]H1)])b(H3B)])>
C<t(B1[r(B6[r(H3)])t(H6B)l(H6B1H4H5)]B[r(B4)])b(H2)>
C<t(B3[r(B3HH2B7[b(B5[b(B1)l(H2)]H4)]H7)b(B7)l(H5H7H5)])b(H3)>
C<t(B3[r(B3[l(B6)t(H3)]H6)l(H6)]H4H4)b(H7B6[t(B5[t(B1)b(B4)l(H3)])]H1)>
C<t(B3[t(B2[l(B1)b(B2[l(H3)])r(B[r(H2)])]H6)])b(B6[t(B4[r(B7[t(H5)])t(H6)]B5)])>
C<t(B4B5[b(B2[l(B4)r(H1)b(H5B[l(B1[b(BH2)])])])])>
C<t(B4[l(B)b(B4[r(B6[l(B4[lb(B1)r(B5)]H5)])])r(B[l(H)])])>
C<t(B4[l(H1)]HB6)b(B5[r(B3[b(H6H1)]B1[t(H5)])b(B7)t(H)])>
C<t(B4[r(H1)l(H3H2HB5H4H3)]H6)b(H5H4B3[l(H)t(H2H2)]H5)>
C<t(B5[b(B5[l(B6[b(B4[b(B3[t(B5[r(H3)])])t(B7[t(B3)b(H6H)])]H1)r(H)t(H5)]H7)])])>
C<t(B5[l(H)]B[b(B[b(H)])r(H1)]B3[b(B1[b(B)])])>
C<t(B6[t(B1[t(B3B3[l(B)r(B3)])])b(H1)r(H2B2H7)l(H7)]B4)>
C<t(B7[t(B3[l(B3[t(B3[t(B7[b(B1[t(H1)l(H3)]H6)r(H)])]B1)b(H6B3)])])l(B5)r(B6)])>
C<t(H2B4[t(H1B5[b(H3)]B2[t(B7)])])b(H4)>
C<t(H4H2H3B6[r(B[r(H7H5)]B2[b(HH3H1)])])>
C<t(H4H3B[t(B1[t(B4[t(B1)])r(H6B5[t(B6[b(B3)]H3)])])l(H1)])>
