datetime,cli_args,output_folder
2026-01-27 18:01:27,--POPULATION_SIZE=4 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0015
2026-01-27 18:09:56,--POPULATION_SIZE=4 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0016
2026-01-27 23:39:32,--POPULATION_SIZE=100 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0017
2026-01-27 23:42:47,--POPULATION_SIZE=500 --NUM_GENERATIONS=100 --FITNESS_SPEED=False,__data__/run_0018
2026-01-28 00:08:30,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0019
2026-01-28 00:12:36,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0020
2026-01-28 00:12:58,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0021
2026-01-28 00:13:27,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0022
2026-01-28 00:14:11,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0023
2026-01-28 00:14:57,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0024
2026-01-28 00:15:26,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0025
2026-01-28 00:15:52,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0026
2026-01-28 00:18:18,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0027
2026-01-28 00:19:17,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0028
2026-01-28 00:21:05,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0029
2026-01-28 00:21:57,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0030
2026-01-28 00:22:19,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0031
2026-01-28 00:23:28,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0032
2026-01-28 00:23:44,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0033
2026-01-28 00:25:07,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0034
2026-01-28 00:25:58,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0035
2026-01-28 00:26:37,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0036
2026-01-28 00:27:51,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0037
2026-01-28 00:29:58,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0038
2026-01-28 00:30:23,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0039
2026-01-28 00:35:31,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0040
2026-01-28 00:37:24,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0041
2026-01-28 00:38:20,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0042
2026-01-28 00:39:02,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0043
2026-01-28 00:40:34,--POPULATION_SIZE=50 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0044
2026-01-28 00:46:12,--POPULATION_SIZE=50 --NUM_GENERATIONS=100 --FITNESS_SPEED=False,__data__/run_0045
2026-01-28 01:30:46,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0046
2026-01-28 01:40:50,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0047
2026-01-28 01:47:58,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0048
2026-01-28 01:48:21,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0049
2026-01-28 09:24:12,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0050
2026-01-28 09:24:27,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0051
2026-01-28 09:24:42,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0052
2026-01-28 09:24:58,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0053
2026-01-28 09:27:12,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0054
2026-01-28 09:27:31,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0055
2026-01-28 09:27:58,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0056
2026-01-28 09:28:45,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0057
2026-01-28 09:28:57,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0058
2026-01-28 09:29:11,--POPULATION_SIZE=5 --NUM_GENERATIONS=10 --FITNESS_SPEED=False,__data__/run_0059
2026-01-28 09:29:49,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False,__data__/run_0060
2026-01-28 09:30:44,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False,__data__/run_0061
2026-01-28 09:31:09,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False,__data__/run_0062
2026-01-28 09:48:40,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False,__data__/run_0063
2026-01-28 09:49:00,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False,__data__/run_0064
2026-01-28 09:50:51,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False --SEED=2,__data__/run_0065
2026-01-28 09:51:13,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False --SEED=99,__data__/run_0066
2026-01-28 09:53:15,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False --SEED=99,__data__/run_0067
2026-01-28 09:53:35,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False --SEED=99,__data__/run_0068
2026-01-28 09:55:43,--POPULATION_SIZE=500 --NUM_GENERATIONS=1 --FITNESS_SPEED=False --SEED=99,__data__/run_0069
2026-01-28 09:56:08,--POPULATION_SIZE=100 --NUM_GENERATIONS=100 --FITNESS_SPEED=False --SEED=99,__data__/run_0070
2026-01-28 10:21:05,--POPULATION_SIZE=100 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0071
2026-01-28 11:02:19,--POPULATION_SIZE=100 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0072
2026-01-28 11:07:42,--POPULATION_SIZE=100 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0073
2026-01-28 11:08:31,--POPULATION_SIZE=100 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0074
2026-01-28 16:46:37,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0075
2026-01-28 17:58:39,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0076
2026-01-28 17:59:13,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0077
2026-01-28 18:00:44,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0078
2026-01-28 18:02:31,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0079
2026-01-28 18:03:17,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0080
2026-01-28 18:05:12,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0081
2026-01-28 18:05:38,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0082
2026-01-28 18:08:32,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0083
2026-01-28 18:10:27,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0084
2026-01-28 18:11:39,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0085
2026-01-28 18:13:07,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0086
2026-01-28 18:13:19,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0087
2026-01-28 18:15:01,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0088
2026-01-28 18:15:58,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0089
2026-01-28 18:22:04,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0090
2026-01-28 18:26:54,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0091
2026-01-28 18:32:31,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0092
2026-01-28 18:33:44,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0093
2026-01-28 18:34:56,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0094
2026-01-28 18:43:35,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0095
2026-01-28 18:44:13,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0096
2026-01-28 18:44:28,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0097
2026-01-28 19:42:14,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0098
2026-01-28 19:42:48,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0099
2026-01-28 19:44:29,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0100
2026-01-28 19:45:58,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0101
2026-01-28 19:51:51,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0102
2026-01-28 19:54:35,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0103
2026-01-28 19:55:50,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0104
2026-01-28 19:57:32,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0105
2026-01-28 20:00:46,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0106
2026-01-28 20:14:04,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False,__data__/run_0107
2026-01-29 16:25:56,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False --NOVELTY_METHOD=fuda,__data__/run_0108
2026-01-29 16:29:22,--POPULATION_SIZE=10 --NUM_GENERATIONS=4 --FITNESS_SPEED=False --NOVELTY_METHOD=fuda,__data__/run_0109
