ctk_string
C<b(B5B4[t(B6[t(B4[l(B1[l(B3H4)]H1)]H2H4H3)]H6H3H)])>
C<b(B5B5H3B7[b(B6H3)t(B[b(BH3H)])]H3)>
C<b(B5B5[l(B7B5[t(B4)])b(B[l(B6H3)])]HH3)>
C<b(B5B5[l(B7[b(B6)t(BH3H3)]HH7H)]H2H6)>
C<b(B5[l(B3[b(B[b(B5B1)]H2H6H6H6)]H6)]B)>
C<b(B5[r(B3[r(B4)]H4H7HHH2H3)t(B3[t(B4H4)]H4)]B5H5)>
C<b(B5[r(BH2B5[l(B4H2HHH1H)])]H1H5H6)>
C[f(B)]<b(B2HH1B6[l(B5[t(B5[t(B1)b(B3H7)]H1H7)])]H2H2H2)>
C[f(B)]<b(B3B3[r(B3B4[t(B6[l(B5HH2H3H5H6)]H6)])])>
C[f(B)]<b(B3[b(B[t(B4H2)r(B5)]H2H5H6H6)]H7H3)>
C[f(B)]<b(B5[t(B5H6)b(B5[t(B2H1)l(B6H7H2H5)]B7B3)])>
C[f(B)l(B1[l(B6)]H1B5H2B5)]<t(B5H5H7HH2H3H4H6H7)>
C[f(B)l(B3[r(B5H1H4H6HH1H6H6)]BH6H3H3)]
C[f(B)l(B4H6BH2B4[t(B5B7B3H3H1H6H6)])]
C[f(B)l(B4[l(B)])]<b(B3[b(B[l(B6[l(B5)])])]H6H6H6H5HH1)>
C[f(B)l(B5H5H6B3B4H5HH5H2)]
C[f(B)l(B5[r(B1[t(B5H1BH7H5H3)]H4H2)]H1H6)]
C[f(B1[l(B5[r(B2H4H4H3)]H4)]H6H6H5HH1)]
C[f(B1[r(B3)t(B5[t(B5)]H1H)]B3[r(B6H3H6H4)]H4H3)]
C[f(B1[r(B5[r(B4)]H4H1H3H3)]H6H6H6)l(B4[l(B3)])]
C[f(B1[r(B5[r(B4H1H6H6H3H7H)]BH2)]H3B4)]
C[f(B1[r(B5[r(B4H5H4H6)l(B5H7H)]H4)]H4H1)]
C[f(B1[r(B5[t(B5B)l(B[t(B4)]H6H)])]H4H4H6H3H7H3)]
C[f(B2[b(B6H5H)]H5)]<b(B5B5[l(B1H4)]HH7)>
C[f(B2[r(B3)])]<t(B1[l(B5H6)b(B[t(B)b(B3[t(B5)]H3H4)]H7)])>
C[f(B3[l(B1[b(B3)r(B5[l(B7[r(B4BH6H6H5)]H2)]H)])r(B3[r(B6)])])]
C[f(B3[t(B7B3[r(B)])b(B7[r(B2)l(B5B[t(B4)]B)])]H2)]<b(B5H1)>
C[f(B4)l(B4[r(B3)]H)]<b(B3[t(B7[t(B[t(B4)]H2H3HH6H2)]H6)])>
C[f(B4H1HH6HHH2H2H2B5[r(B3)t(B4)])]
C[f(B4H5)]<b(B5[l(B1H6H6H7HH2)]B5B1H)>
C[f(B4[b(B4)]HH4H6H3)l(B5HHHH2H3)]
C[f(B4[b(B4[l(B7[b(B5BH2H3)]H3)])]H1B5H3H5H6H)]
C[f(B4[b(B5H2H5)]H1H5H6H2H)]<b(B5[b(B4H7)]B5)>
C[f(B4[l(B5H6H2H5)]H5HH6B4H1)]<t(B3HH6H4H4)>
C[f(B4[t(B6[t(B4[b(B5H4H6H3H2H4H3)]H1)]H6)])]
C[f(B5B3[l(B[t(B)]H1HH5H)]H5HH6)]
C[f(B5B3[r(B4)]B4[l(B6HH5)]H2H5H7H6H4H2H2H)]
C[f(B5B3[r(B4)l(B4H1H2HH1H1)]H4HH7H4H3H6)]
C[f(B5B3[r(B[t(B6H6H4H2)]H7H6)]BHHH2H5H1)]
C[f(B5B3[r(B[t(B6[t(BH2H3H1)]H6H4H4HH)]H1)]H7)]
C[f(B5B5[b(BH2)])]<b(B5[b(B6[r(B3)]H)t(B7[t(B1)]B3[r(B6H6)])]H2H2)>
C[f(B5B5[r(B1[t(B4)])t(B4H1H4H6H6HH2H4)]H4)]
C[f(B5B5[r(B3H5H6H6)b(B[t(B1H)]H6H2)])]
C[f(B5B5[r(B4)l(B[l(B1H3H4H6)]HHH2)]B4)]
C[f(B5B6[r(B5HH2H3H6HH6)]H4B4B4HH3)]
C[f(B5B7[r(B6)]B1B6[t(B[t(B3)]H2H2H7H6H6)])]
C[f(B5BHH6B6[l(B3BH4H1)]H7HH2H3H6)]
C[f(B5[b(B4H2)]B5[r(B2[r(B3B3[r(B)])b(B[b(BH7)])]H6H3)])]
C[f(B5[b(B6)]B3[r(B)]B5H2H3H3H2HH7H6H1H5)]
C[f(B5[l(B1H)]H6H6H1H4)]<t(B5H3B3[r(BH3)]HH1)>
C[f(B5[l(B1H6H6H3H5H)]B5HB4B6H3H3H6)]
C[f(B5[l(B1[r(B5H2HH4)]H6H6H5)t(B3)]B)]
C[f(B5[l(B3B3H4H6)]BH6H6H5H3)]<t(B5H)>
C[f(B5[l(B3[b(B[t(B6H6H7)]H2H4)]H)]BH6H6)]<t(B5H1)>
C[f(B5[l(B3[r(B4[l(B6H)])t(B7[l(B3HH4H6H5)])]HH)]BH1)]
C[f(B5[r(B)]H1H2B5[t(B1[r(B3H5H)t(B4HH6H5)]H4H4H6)])]
C[f(B5[r(B)l(B5[t(B1B4[l(B2[b(B2H4)])]H4H)])]H1B5[r(B3)]H2)]
C[f(B5[r(B3H)b(B3[l(B4)]H6H5H1)l(B3[r(B)]H)]B3)]
C[f(B5[r(B3H4B5[b(BH2H5)])]B3[r(B)l(B7[t(B1)])]HHH6H7HH4)]
C[f(B5[r(B3H5H7H6)]B3[r(BH6H2H5)]H1HH2)]
C[f(B5[r(B3[t(B)]H2H7H)]B3[r(B7[t(B5H2H5)]H6H)]H4)]
C[f(B5[r(B4H4H1)]B3BHH6H5H7H6H2H3)]
C[f(B5[r(B4[r(BH3H5H3H6)]B1)]B1[l(B5H4H2H5)]H2)]
C[f(B5[r(B[b(B4H7H6H5)])]B5[r(B2H6)]HH2H4H2H)]
C[f(B5[t(B5)]B1[l(B3[r(B6H5)]H)t(B6H)]H4H4HH6)]
C[f(B6HH1B7[r(B4)]B3[l(B1H)t(B3)b(B6H5)]B5H2)]
C[f(B6[l(B4[r(B4B5)]H1)b(B5B5HH6H6)]HHH2H5)]
C[f(B6[r(B5[r(B)]H2HH2H5H6H7)]H3B1)]<b(B5H1H6)>
C[f(B7[t(B1[t(B3HH)r(B3[t(B5)])b(B5)])]H3B4[l(B6)]B)]
C[f(BB1[b(B5[r(B3)])t(B7[t(B4H2)])l(B[b(BH1)]H6B6[l(B5H3)]H)])]
C[f(B[b(B4)]H3H7H4H3)]<t(B3BH2)b(B5[l(B1H2)]H6)>
C[f(B[b(B4[r(B3)l(B4B2H2H5H)]HH6H3)]B1[r(B5)])]
C[f(B[r(B4B5H1)]B[r(B5)]H2H6B6H3H6)]<b(B3H4)>
C[f(H)]<t(B5[r(B1[t(B)]H6H6H5HH1H3)]H4)>
C[f(H1)]<b(B5HH2H5B7[r(B3[r(B)]B4H2B[b(B5)])]H6H7)>
C[f(H1B5[l(B3[t(B2B5H7H)b(B7H4)l(BH1)]H3)]B5)]
C[f(H1H2H3HH7B3[r(B[l(B5[b(B1H6H4)]B4)]H3)]H4)]
C[f(H1H4H4B4H3H6H5)]<t(B4[l(B1[r(B3)t(B5[t(B5)])]HH)]H5)>
C[f(H1H6H5H)]<b(B6[b(B[b(B3H4B5H7H3)])]H3H6H6)>
C[f(H1H7H)]<t(B5B[l(B1)t(B2H5)]H1H5H6H4)>
C[f(H2)]<b(B2[r(B6[r(B5[l(B7)])l(B[t(B1BH1)]H2)]H6H6H5)]H6)>
C[f(H2)]<t(B5H)b(B5[t(B3H3B4B)]B1H6H6H6)>
C[f(H2B5[l(B4[t(B4H6)])]H3B6[l(B4)]HHH2H3)]
C[f(H2H2H5H2H6H4H2H5H)]<t(B[t(B3)b(B5H)])>
C[f(H2H5)]<b(B5[r(B[r(B4H1H2)]H6)]H)t(B7H6B3H)>
C[f(H2H6H2)]<b(B2[r(BB6[b(B5)]B[t(B3)b(B5)]B6H4)]H1H6H6)>
C[f(H2H6HH7HB4[t(B3[r(B)])])]<t(B3[r(B1H6)])>
C[f(H2H7B3[r(B6B[r(B5)]H1H4)]H6H3H3H6)]
C[f(H2H7H6H6H6)]<b(B3[b(B5B6H5)]H1HH2)t(B5[r(B[b(B1)])])>
C[f(H3)]<b(B3[b(B5B5[r(B6)]H2H1)]HHH4H7H6H3)>
