ctk_string
C[4-(HBH2B)]
C[fb(H2B)l(HBHB[rl(H2B)])]
C[f(H2B)b(H2H2BH2B)l(HBHB[rl(H2B)])]
C[l(H2B)fbr(HBH2BH2B)]
C[f(H2BH2BH2BH2BH2BH2BH2BH2)]
C[l(B7)b(H2B2[r(H6)])f(H2B4[r(B)])r(H7)]<b(B4)t(H3)>
C[f(B[r(B[l(B4[l(B2[b(B)])r(B2[l(B2[r(B3)])])]B3)])])]<b(B5[l(B6)])>
C[l(B7[b(B1[l(B7[t(HH2)])b(H2)]H)r(B4)t(H)l(H4H5)]B7B2)]
C[f(B5)b(B7[l(H7H5)])l(H2H1H3)r(H5)]<b(B1[r(B4)])t(H2)>
C[b(H3H6H7)f(H4H2H)]<t(B7B2[r(B1B5)])b(H3H2H3)>
C<b(B5[b(B1)l(B1[b(B3[l(B1[r(B1[r(H3H4)])b(B6)]B2)]B4[r(HH5)])])t(H3)])>
C[r(B4[l(B5[t(B[r(B[l(B3[l(H)t(H2)r(H5)]H5)b(H4)]H)])]H)])]<t(H5)>
C[r(B[t(B2[b(B6[l(B2)b(H7)])]H)b(B4[r(B4[r(B2)t(B3)b(B4)])])r(H4)])]
C<t(B6[t(B1[t(B3B3[l(B)r(B3)])])b(H1)r(H2B2H7)l(H7)]B4)>
C[r(B3[t(B2[t(B6[l(B1)])])r(B3)]H2)l(B4[l(HH7B3[t(H2H4H3)])])]
C[r(B4[t(B)b(B[l(B2)r(B7)b(H2)t(H7)])])l(B4[t(H1H2H6H2)])b(H3)]<b(B3[r(H1)]H7)t(B6)>
C<b(B4[l(B2[b(H6B6)])]B2[r(H2H2H1H7)t(H5)])>
C[r(HB5)]<t(B5[r(H6B2[l(B4[b(B3)])t(B6)r(H1)b(H3)]B7[t(B1[t(H)]H5)])])>
C[b(B4[b(H3H5H7)t(H4H)l(HH3H4)]H2)r(H1)]<b(H2)>
C[r(B5[r(B1[r(B3B7)b(B7)]H6)b(H4)])]<b(B7[t(B1[l(H4)b(H4B6)t(H6)])b(B2)])>
