rank,fitness_,ctk_string
231,3.428815498211819,C[l(B6[b(B2[b(B2[r(B6H4)])r(B4B[r(B)])])]BHBH6)]
232,3.428673912237115,C[r(B4[b(B[l(B6[b(B2)]H6BH6)]BH4H)]H2)f(H4H)]
233,3.428612926525032,C[l(B6)r(B6[l(B6[b(B2)]BH4BB4B)]H4H4H)f(H2)]
234,3.4284869732446817,C[l(B6[r(B2[l(B2)])l(B6[b(B2BH4)r(B4)])]H)f(H2)]
235,3.4283949120131565,C[l(B[l(B[b(B6[b(B4)l(B[t(B6)]HH4)]B4)]H2)]H6H2)f(H6)]
236,3.4282987302105807,C[l(B2B6[r(B2[r(B)])b(B6B)]BH6H2)f(H6H4)]
237,3.4279834204379607,C[l(B6)r(B[l(B2[r(B2[l(B2)])])r(BB)t(B[l(B)]B6)]H4H4H4)f(H4)]
238,3.4278037407455204,C[l(BB6[l(B6[b(B2)]B[l(B2B6[l(B4)]H4)]H4H6)]H4)f(H2)]
239,3.4270321825922823,C[f(B2[r(B2[l(B2[l(B6[b(B2)])])])t(B6[r(B6)t(BH)]B6H4)])]
240,3.427021037432679,C[r(B[l(B[l(B2B2[r(B6)])]H2)]H4H)f(H4H4H)]
241,3.426348249002075,C[f(B2[r(B6[t(B2)]H4)]H4BH6HH6H2H2)l(B6B6)]
242,3.426124298961171,C[l(B6[l(B[l(B2[r(B6H4)l(BB)])]B)]H2H4)f(H4)]
243,3.4255219978603337,C[f(B4[l(BH4B2[l(B6[b(BB6[l(B)]H6)]H2)])]H6H4)]
244,3.4253694773504364,C[f(H6H4BB2[t(B6B)r(B[r(B6[l(B)b(B2[l(B4)])])])]H6)]
245,3.42495347999732,C[f(B2[r(B2)l(B4B6[b(B2)r(B6B2)]H)]H6HH6)]
246,3.424540825665321,C[f(B[t(B6H4H6B[t(B2[l(B2)])]B6[l(BH2H4)])]H4H)]
247,3.4245291126769963,C[l(B2BB6[r(B2B6BH6B2)l(B2[r(B2[l(B6H4)])])]H4)f(H4H4)]
248,3.42380772704605,C[f(HH6B[t(B[b(B6[b(B2H6BH6)l(BH4)])]H2H)])]
249,3.423594110441769,C[f(H6B4[l(B2B6)]B2[l(B)r(B2)t(B4[b(BB)]H6H4)]H4)]
250,3.4234516807977475,C[r(B4)f(H4B[t(B4[r(B2)l(B6[t(B4H6H4H6H)])])])]
251,3.4233546609165613,C[f(B2[r(B2[l(B4[r(B)b(B2[b(B6[l(B6H4H)]B2)]B6B6)])])])]
252,3.422914153102155,C[l(B4[l(B6[b(B6[r(B2)])]B[r(B2HB)t(B6HH6)])]H4H4)f(H4)]
253,3.422804112742708,C[f(H6H4H6B[t(B2H)l(B6[b(B)])b(B6[b(B2)]B4H)]H4H2)]
254,3.4223733977772803,C[f(H2H4B[l(B4H4B6H6H)]H4H6H4)]
255,3.422110885082393,C[l(B6B[b(B6[l(B)b(B2BH4)]B2[l(B2[r(B4HH)])])])f(H6)]
256,3.4219627743727052,C[l(B6[t(BH6B6B[t(B[b(B6[b(B2)]B6H6)])]H2H6H4)])f(H2)]
257,3.421011583433457,C[f(B6[l(B6[b(B2[r(B2[l(B[t(B[b(B2H4)])]H4)])]H4H)]B2)])]
258,3.4209639710591646,C[f(B2[r(B2[t(B6[t(B2B6[b(BH4)])]H6)]H4B[r(B4)])])]
259,3.4206818522586353,C[f(B6[b(B6[t(B[l(B4)]B[l(B6[l(B)]H6)]H4)]H4H6H2)])l(BH2)]
260,3.420568444903836,C[f(H4B2[r(B2H4H)]B4[l(B[t(B2)]B[b(B[b(B6)]H6H4H4)])])]
261,3.4205233989830095,C[f(H6B[l(B2[r(B6[l(B6)]B6HH4H4)]H2)]H6B6[b(B2)t(BB[r(B2)])])]
262,3.420208667496378,C[l(B)r(B[l(B2[r(B2H4)]H4)t(B[r(B)l(B6)])]HH6)f(H4H4)]
263,3.4199149297486526,C[r(B[b(B2[l(B2[r(B6[b(B2[b(B2[r(B6H4)])]H4)]B[t(B2)]H6)])])])f(H)]
264,3.4195525990658178,C[f(H6B4[t(B6[l(B6[b(B2[b(B2H4H)t(B4B6)l(B6H4)]H4B)])])])]
265,3.4190106497379613,C[l(BH2)f(H4H4B6[t(B)l(B2[t(B4)r(B6BH)])])]
266,3.4188664557255395,C[l(B6[l(B[l(B6)t(BH6H)])]BH)f(H2H4H4B2[t(B2H2)])]
267,3.4186006620440805,C[f(B2[r(B6[l(B2[r(B2)])b(B2[t(B4H)])]H2H4)]B2[rb(B)])]
268,3.4184282440764284,C[r(B6[t(B6[b(B2[t(B[l(B)])]H4)l(B6)]B6H6H4)]HH)f(H2)]
269,3.418361685016232,C[r(B6[r(B6[b(B2)]H)t(B[r(B2)t(B[t(B)])]H6H4H6H6)]H2)f(H6)]
270,3.418183912177815,C[l(B[b(B2[l(B)]B6[l(B2[r(B2[r(B2)])])]H)]H4)f(H6)]
271,3.418106616736989,C[f(B2)l(B6[b(B4[b(B2)]H)l(BH4H4H2)]B2[l(B[r(B)])])]
272,3.4176536374164463,C[f(H4B[t(B6[b(B2[b(B2)l(B6[b(B2[l(B)])]H4)])])]HH4)]
273,3.4174691758463416,C[f(B2[t(B6[r(BH4H4H4)t(B[r(B4[l(B[b(B6B2)])]B6H)]H2H)]H4)])]
274,3.417325273595887,C[l(B6[b(B2)])f(H4H4B2[l(B6[tb(B)]H)b(BH2)]H2)]
275,3.417182729397065,C[f(B2[r(B2[t(B)b(B2[l(B4H)]B6[b(B6)])])l(B6H4)])]
276,3.4166734252712665,C[f(H6BH4H6B6[b(B4[l(B2)r(B6[t(BH2)]H4)])r(B6B6H4H)])]
277,3.4163191822205556,C[l(B6[r(B2[r(BH4)])l(B6[r(BH6)]B2)]B)f(H6B2[r(B2)])]
278,3.4161747340899904,C[f(B2[r(B6H2H4B2[b(B)])]H6B4H6HH6)]
279,3.415966516799637,C[l(B6[b(B6)t(B[r(B[t(B4[r(B6[t(B6H2)]H4H4)])]H6)]H)]H2)f(H6)]
280,3.415424917957886,C[f(B[l(B6[b(B6[t(B)]H4H4)]H2H2)]H6H6H4H2)]
281,3.415408387746067,C[f(B6[b(B4B6[l(B2[b(B)r(B2H)])t(B2[r(B2)])]H4)]H6H)]
282,3.4151967932569045,C[l(B6[t(B)b(B2[l(B6[t(B)l(B2)]H4H4H6H)])])f(H4B4[t(B6)])]
283,3.415081081996952,C[r(B[l(B2B6[l(B6H2)])t(BH4H4B)])f(H2H4)]
284,3.4150161086212982,C[r(B6[t(B[r(BH4B2[b(B6[l(B)b(B2[b(B2)])])])]H)]H6)f(H6H4)]
285,3.414774732357957,C[f(H4B[b(B6[l(B6[t(B[b(B6)])]H4BH6H6H6)])]H4)]
286,3.4147275384353124,C[f(H2B[t(B6[t(B2)]H4H2)]B6[l(B6[b(B2)]HH)t(BH6)]H)]
287,3.4144288957829705,C[f(B4H4)l(B[l(B[l(B[b(B6[b(B2)]B)]H2)]H4H)])]
288,3.414331283810542,C[l(B2B6[b(B2[l(B6[t(B)]HH2)]H4H)]B6)]
289,3.4141482107246026,C[r(B6[b(B[l(B6[t(B6[b(B2)l(B6)]B2)])])r(B[t(BH4)])]H4)f(H2H6)]
290,3.4139039147979875,C[l(B6[r(B4B2[b(B2)]B[r(B[t(B[b(B2H6H2)])]H6)])])f(H6H2)]
291,3.4132944318146823,C[f(H4BH4B2[l(B4H6H4H2H2H2)b(B6BH)]B6H4)]
292,3.412894725795826,C[f(B2)l(B6[b(B2[b(B2)])l(B[b(BH4B[r(B6)])l(BH4H6)])])]
293,3.4128883484379395,C[f(BH6B[t(B2[b(B2)r(B2[l(B4)b(B[l(B2)])])]H2)]B6H4)]
294,3.412399455960677,C[f(B4[r(B6[b(B2[t(B2[t(B4H)r(B4[r(B6H6)])]H2)]HH4)])]H4)]
295,3.41236042956393,C[r(B[t(B[l(B6[r(B6[l(B2)r(B[b(B4)]H4)])]H6HH4)])])f(H6H2)]
296,3.412176145428115,C[f(H6H4B[t(B2[l(B6[b(B6B2B6H2H6H)]BH2)]H2)])]
297,3.412162382558429,C[l(B6[b(B2[t(B[l(BB)]H6B2[t(B6)]H2)]H4H)]H6)f(H6H4)]
298,3.411127575483224,C[f(H6H4B[t(B6[rt(B)b(B6B4H2)]H4H)]B4BH4)]
299,3.4107382242566624,C[r(B[r(B2[r(B2[r(B2)b(B[r(B6[t(B6)]B[l(B6H4)]BH4)])])])]H6)f(H4)]
300,3.41056092574319,C[f(B4[r(B2[r(B2)])l(B6[l(B6[t(B6H)b(B6[l(B2[b(B)])]H4H6)]H)])])]
301,3.4096497126531684,C[l(B6[b(B)l(B2[r(B2[b(B2)])])t(B6[b(B)])]H4H6H6)f(H4)]
302,3.409553080553105,C[l(B6[l(B)b(B2)]B2[l(B4[r(BHB[l(B)]B6H4)])])f(H2)]
303,3.408902831127646,C[f(HB4[t(B4[t(B[r(B[r(B2)]H4H6)]H2)]H6B4)r(B6[t(BH)]H4)])]
304,3.4083370241110647,C[r(B4[b(B6[b(B2[r(B2H6)])t(B6[t(BHH)]H2)]H4)])f(B6H4)]
305,3.4082108720533606,C[l(B[b(B6B[t(B[l(B6)b(B6[b(B2)]H6)])]H)]H4H2)f(H2)]
306,3.4080911944823864,C[r(B4[r(B6[b(B2[t(B2B4H2)l(B6[t(BB4)]H4)])])]H2)f(H4)]
307,3.4080886322689294,C[f(B4[l(B2[b(B6[l(B4H6)])]B2[b(B2)l(B4)r(B[t(B2)])])]BH4)]
308,3.4078848554717895,C[f(H6BH4B2[b(B[t(B6[l(B)b(B6[l(B2[r(BH4)])])]H2)]BB2)])]
309,3.4077941463937824,C[l(B[t(B6B6[b(B2[r(B6[t(B)])])]BH4)]H2H2H)f(H4H4)]
310,3.407072831834701,C[l(B6[b(B2H4B2H4H)]B[t(B)]HH2)f(H6H4)]
311,3.4067125906146476,C[l(B6[t(B)b(B2[b(B2[l(B4B)])l(B6H4H4)])]BH6H2)f(H4)]
312,3.4066405753974562,C[l(B6B2[r(B[l(B)r(B6[b(B2H4B[t(B6)])])t(BH4)])])f(H6)]
313,3.406147927638817,C[f(B[r(B6[b(B6[r(B6[l(B2)])t(B[l(B6)r(BH)])]H4)]H2)]H6)]
314,3.4061130506202217,C[r(B6[r(BH6B2[l(B6[r(B6[b(B6[b(B4)])])]B6H4H)])])f(H4)]
315,3.406008340893929,C[l(B6[b(B4[b(BH2H)]B6[t(B)]H6)]B2)f(H2)]
316,3.4051437753127782,C[f(B4[r(B2[r(B2B6[b(B6[r(B2)])]H)t(B[t(BB6H4)])])])]
317,3.4045094574634733,C[l(B6[t(BH)]B6[r(B6[b(B2[b(B2[r(B6H6)])])]H4H4)])f(H6)]
318,3.4042232884033448,C[f(H6B[t(B6[b(B2[l(B2)])l(B6H4)]B[r(B2H2)]B6)]H6HH)]
319,3.403925999138746,C[r(B4[l(B6)b(B[l(B6[t(B[b(B6)]H4)]H4HH6)]B2)]H6)f(H2)]
320,3.4037169618775023,C[r(B6[t(B2[l(B6H6B2H6H2H)])]H4H4)f(H2)]
321,3.403499172694488,C[f(B2[r(B2B4[r(B6[t(B)]H4H4)l(B6[t(B[t(B)l(B6BH6)])])]H)])]
322,3.4025985986622462,C[r(B[t(B[t(B)]H4H)]B[l(B6[b(B2[b(B2)])]B4B4)]H6H4H4)f(H4)]
323,3.402542310035721,C[l(B6H4B[b(B6[b(B2)l(B6[r(B)t(B6H4)])])]H2H)f(H6)]
324,3.402463346672516,C[r(B[r(BH6H)]B[r(B6[b(B2[l(B6[l(B2H2H6)]H4)])])])f(H6)]
325,3.402233967444094,C[f(B[t(B4B6[l(B2)r(B6)]H4)r(B6H4H6)]B[b(B[b(B6)])])]
326,3.4022019989450882,C[l(B6[l(B[b(B2)t(B2[r(B[r(BH4H2)]HH)])])]H4)f(H2)]
327,3.402192723607143,C[l(B4[b(BB[b(B4B6H2)]HB[b(B6[b(B2)])]H4)]H2H4)f(H6H4)]
328,3.4018155105922387,C[f(HH4B6[b(B2HB[l(B4)])r(B2[r(B6)]H)]BH)]
329,3.4015657383448756,C[f(H4H2B[t(B6[r(B2[l(B)])]H4B6H2)]B6H4H4H4)]
330,3.401384986648134,C[l(B[r(B2)]H4B[l(B[r(B6)]H6H4)]B6H6)f(H2H6)]
331,3.401182216229196,C[l(B6[t(B)b(B2H4B2H6H4)r(B2[t(B6)])l(B6B6)])]
332,3.4011705450169805,C[r(B[l(B6[t(B2)])r(B[t(BH6H)])])f(H4H4H4H4)]
333,3.4008486466317014,C[f(B2[b(BH6BB6[r(B6[b(B6H4HH4)]H2)]B2[b(B4)])]H6)]
334,3.4008157381837814,C[f(B6[b(B[b(B[r(B[r(B4[l(B2)])]H4)]B6B6H6)]H2H6H4)])]
335,3.400633742284108,C[f(B2[r(B2[l(B)])l(B[l(B4H)b(B6B)]B4B6H4)])]
336,3.4004028361728995,C[r(B[b(BH2)t(B[l(B2[b(B6)]H4)]HB)]H6)f(H6H4HH4)]
337,3.4003025510622207,C[f(B[t(B[t(B6[t(B2)]H4HBH2H)])]H6H)]
338,3.400267398218042,C[f(H4H4B6[b(B[b(BB6)])l(B[r(BH4H2)])]B6[b(B)]H4H4H2)]
339,3.3997480362734693,C[l(B6[l(B6[t(B2[l(B6[lt(B2)])])l(BH6)])]B4)f(H4H4HH)]
340,3.399278732624545,C[r(B[r(B4H4B[r(B)])t(BH4H6)]B6[l(B6[b(B2)]H6)])f(H2)]
341,3.399167693284169,C[f(B4[r(B2[l(B6[l(B2)]HH6)]HB2[b(B2)])t(B6H6H4)])]
342,3.398985762240639,C[r(BB6[l(B6[b(B2H4)]B2)r(B[l(B[l(B2H4)])]H6)]H2)f(H6)]
343,3.3985750193124873,C[l(B6[l(B6[b(B4HH)]B[t(B6)]H)]BH4)f(H4H2)]
344,3.3985697881407946,C[f(H6H2HB[t(B2B2H2)l(B4)b(BB6)]H4HH6)]
345,3.3985632564164354,C[r(B[r(B4[t(B6[l(B2[r(B2)])]H4BB[l(B6)])]H4)]H)f(H4)]
346,3.3983369405645494,C[f(H6B[r(B2[b(B2[r(B6[r(B)]H4)])])]H6B2[r(B)b(B6B6H6)])]
347,3.397285048646432,C[r(B4[t(B)r(B4B4[l(B)])l(B6B[l(B[b(B6H2)]H2)]B6)]H6)f(H4H4)]
348,3.397140663816038,C[r(B[l(B2[b(B2)l(B2B6[b(B6)]B[t(B6[t(B2)]H4H)])])r(BH4)])f(H6)]
349,3.3970839380282927,C[r(B[r(B4[l(B2[l(B6[b(BB4)]H2)])b(B[t(B[r(B4H6)]H)]H2H4)])])f(H4)]
350,3.3968211810083755,C[r(B4[r(B[t(B6[b(B2[r(B2)])l(B6H4H)]B[b(B)]B4)]H4)])]
351,3.3968066392145184,C[l(B6[l(B)b(B2[r(B2H4)l(B[t(B2)]H4)]H)]BB6H2)f(H6)]
352,3.396728175298997,C[r(B6[t(B2[l(B4B6H)t(B[l(B[b(B4)]B)]H6)]H6)]H4)f(H4H4)]
353,3.396444313693878,C[l(B[r(B[l(B[b(B6)l(B[r(B2[l(B2[b(B2[r(B6H4)])])])])])]H)])f(H4)]
354,3.396066503518762,C[r(B[t(B6H4)]B6[l(B6[b(B2)]BBH4B2[l(B6)]H4)]H2)f(H6)]
355,3.3960648978309083,C[l(BB4[b(B2[l(B)])t(B6[b(B2HB)]B6[l(B2[r(B6H4)])])]H6H)f(H6)]
356,3.395360463116732,C[l(B6[l(B6[b(B2)]H6H4H6)t(B[t(B)r(BH6H)])]BB2)f(H6)]
357,3.3951237131519,C[f(B2[l(B4[l(B[t(B2B6HH2)]H4B)]H6H4)]H4)]
358,3.3942721572166943,C[l(B6[l(B)]B[r(B2[b(B2[r(BH4B)])])l(BH4H6H4)])f(H6)]
359,3.3928013029209163,C[l(B6[r(B2[r(B6H4B)]H4H)t(B[l(B4H4)]H)]H2)f(H6)]
360,3.3927707559251297,C[f(B4[r(B2[t(B[t(B[b(BH4H4)])]H4H4B6[t(B)l(B6H)])]H2)])]
361,3.3922309521995064,C[l(B6[b(B2[r(B4H4)])l(B6[b(B[l(B2)])]B6)]B6H4H6)f(H2)]
362,3.3921553924170715,C[l(B2B6[b(B2[b(B2[t(B)r(B6H4)])])])r(B4[b(B2[r(B)l(B6)])r(BH4)])f(H6)]
363,3.3920786988026146,C[f(HB2[t(B4[r(B2[l(B6[t(B[r(BH)])]H2H4)])]B)r(B6H4)])]
364,3.391817504842697,C[l(B[r(B2[r(B2)])b(B6[b(BH)])]B[r(B[t(B)])]H)f(H4H2)]
365,3.391617528797705,C[l(B4B6[b(B2H6H2)r(B[r(BH4B)]H)])f(H6H4B6)]
366,3.391278521517839,C[f(B2[b(B2[r(B6[t(B)r(B6BB6)]H4H)])]H4H6H4)]
367,3.3908982738810822,C[r(B6[l(B2[r(B2[l(B2H)])])]H4H4B[r(B4)]B6[b(B2[r(B4)b(B6)])])f(H4)]
368,3.390669692161781,C[f(B6[l(B6[l(B2[r(B6[b(B2)l(B6)t(BHH2)]H)])]H4H)])]
369,3.390105765177009,C[l(B[l(B[b(B6[l(B6)]B6[l(B2[r(B2[r(B2)])])b(B4)])])]H2)f(H6H4)]
370,3.389968398049361,C[l(B6[b(B2)t(B6B6[t(BH)])]B6H4H4H6)f(H2H4)]
371,3.389927295000196,C[r(B6[l(B2[b(B2[l(B6)r(B6[t(B)]H4H6)])l(B6[l(B6)])])])f(H)]
372,3.38978029404307,C[l(B6[b(B2B)r(B2[r(B2[t(B4)]H4)])]B[b(B6H4)])r(BH6)]
373,3.3897068266820014,C[r(B6[r(B[t(B[r(B2)l(B[b(B6B6)]H2)]H4)]H4)])f(H6H4)]
374,3.389387733846999,C[f(B2[t(B2[b(B6)]H2H6)r(BH4H6)])l(B6BH4B)]
375,3.38885652869594,C[f(H6B[l(B2[l(B6[l(B2[r(B2)l(B6[t(B)])])]H4H4HH6)])])]
376,3.3887562235376096,C[l(B6[r(B2[r(B6H4)])b(B4[b(B2)])t(B6H)])f(H4B[b(B2)]H4)]
377,3.3883904470060764,C[f(B2[r(B2[r(B[l(B6[t(B)r(B6B2)]H)])])]H6H4)r(B4BH6)]
378,3.388368102856292,C[r(B6[r(B6[b(B2[b(B2)l(B6)])]B)t(B[r(B6)])]H2H)f(H6)]
379,3.387770364962631,C[r(B6[t(B6[b(B2[lb(B2)])l(BH)]H6)r(BH4B2[l(B6)])])f(H6)]
380,3.3876431923706534,C[l(B2[b(B[l(B6[b(BH4H2)t(B[t(BH4)])]H2H)])]H6)f(H6)]
381,3.387600977050072,C[f(B2[r(B2[l(B6[t(B)])])t(B6)]H6H4H)l(B6BH4H4H6)]
382,3.3870374325406574,C[r(B6[l(B2[l(B[l(BB[r(B6)]H6)])]H4)]H4H4H2)f(H6)]
383,3.3867991171009377,C[f(B6[l(B2[r(B2H4B[t(B)b(B6BH6)])])]H4)]
384,3.3862511016547217,C[f(B2[r(B2[l(B2)t(BHBH6)]H)t(B4[l(B6)t(BH2H4H4)])])]
385,3.385266919981391,C[l(B[t(B[l(B2[r(B6BB6H)]B4[l(B2)])]H2)]H4)f(H6)]
386,3.3851480341805127,C[f(H6B6[l(B2[l(B2[r(B4[l(B6H)])])t(B6[l(B6[l(B[r(B6)])]B6)])])]H4)]
387,3.3851124122339264,C[r(B2[b(B[l(B6)b(B6[b(B2[b(B2[r(BH)])])]BH6)])])f(H4)]
388,3.384636500689992,C[r(B6[r(BH6B2[r(B)l(B2)b(B6B2)]B6H4HH2)])f(H4)]
389,3.3844654240085843,C[f(B2[r(B2[l(B2[l(B6)]B6H4)]H6)b(B[l(B6)]H4H)])]
390,3.383519698881273,C[f(B6[b(B)l(B6[b(B2[t(B[b(B2H4)])]H4H6H6H2H6)]B6H)])]
391,3.383234107152802,C[f(B2[l(B4[r(B4[r(B6H4)]H)b(BH2)])r(B6)]H6)l(B6B)]
392,3.3828599870754443,C[f(B4[l(B6[b(B6[r(B2)]HH2)t(BB4[l(B)])])t(BH)r(BH2)])]
393,3.3826007520074435,C[r(BH4B2[r(B2[b(B2[r(B6H4HB)])])l(BH6)])f(H6)]
394,3.382222817859042,C[r(B[b(B2[b(B6[l(B2H4)b(B2[t(B[t(B4)]H2)])]B2)])])f(H4H4H6)]
395,3.382215040332841,C[l(B6[l(B6B[r(B4H4H4)]H4)]B[r(B2[l(B6H4)]H4H6)])f(H4)]
396,3.38193097293028,C[f(B2[r(B6)])l(B[r(B2[l(B6[b(B)])]B6HH4)]H2)]
397,3.38168178574254,C[f(B2[r(B[l(B6[b(B4[b(B)]HH6)]H4H6H6)])]H6)]
398,3.3811394881571046,C[r(B4[b(B6[b(B4[b(B[r(B2[b(B2H4)])])t(B[t(B6)]H2)])]B)])f(H4)]
399,3.381035507423995,C[l(B6[b(B6H2H2)]BH2)f(H4H4)]
400,3.3807345996453497,C[r(B[r(B4)t(BB6[r(BH2H4H)]B6H6)]H6B2)f(H4H4)]
401,3.3806220444024753,C[l(B[r(B2[t(B4H)l(B6B[t(B[b(B6)]H2)]H)]H4)]H)f(H4)]
402,3.380524978091289,C[l(B6[l(B4)t(B4B2)b(B6B2)]B2H2)f(H4H4H4H6)]
403,3.380311778594023,C[f(H4B2[l(B4B4B[b(B6B2H)])r(B6H4HH6)])]
404,3.3799499756720808,C[l(B6[b(B2[b(B2[l(B)r(BH4)])])t(B6[b(B)t(B[r(B)])])]H4H4H4)f(H4)]
405,3.37944456793696,C[r(B[t(B6[b(B2H4B)]B[t(B[t(B)]H4H4)])]H)f(H2)]
406,3.3792634292358477,C[l(B[t(B2[r(B2[r(B2H)])]B4[t(B4[b(B)]B6[t(B)])])])f(H6H4H)]
407,3.379228706733448,C[l(B[l(B6[t(B[b(B6[b(B2)]B[r(B6H)])]H2H)]H4)])f(H4)]
408,3.3791635679448033,C[l(B6[t(B[t(B6H2)])]B2[r(B2[l(B[t(B2[l(B)])]HB6H4)]H4)])f(H6)]
409,3.37911514295659,C[f(H6H4B[r(B[t(B2[r(B2)]H4)]H4B[b(B6[l(B6)]B2)])]H2)]
410,3.378142325549363,C[l(B6[t(B6)]HB[b(B[l(B2[r(B2)]H6H6)])])f(H4H4)]
411,3.377051070031837,C[f(H6H4B6[l(B)b(B2H4H6H2)]H)]
412,3.3761109274202745,C[l(B6[l(B6[l(B2[r(B6[b(B)])])]H2)]H4HH6)f(H6)]
413,3.3751749632707964,C[l(B6[b(B2H4)t(B6[r(B2H4)]B4H6H2)]H)f(H6)]
414,3.3751300135975986,C[l(B[t(BH6H4H2)]H4B[r(B6B[t(B)])])f(H2H4H4)]
415,3.3749609954333954,C[f(BB[r(BH)b(B[l(B2[r(B2B6)]H6)r(B6H4H4H6)]H6)])]
416,3.3735930156379066,C[f(B[l(B[b(B6[b(B2[r(B2)]H6H4)l(B6H2)])]B[r(B)]HH4)]H6)]
417,3.373526491815959,C[f(H4H4B[t(B)r(BH4B2[b(B6[b(B2H)]H)]H2H6)])]
418,3.3732882204618813,C[l(B6[r(B2[b(B)])b(B6[l(B[b(BH4)])]H6)]H2)f(H6)]
419,3.3730841203163986,C[f(B2[l(B2[r(B2[r(B)]H6)])t(B6)r(B6[r(B6[b(B)]B6)t(BH4)])])]
420,3.3730718140318645,C[f(B6[l(B6B6[l(B2[r(B2[r(B4[t(B)]H)]H4)]H4B6[l(B)]H4)])])]
421,3.37217904825901,C[r(B[t(B[l(B2HH4H6H2)r(B6B2)]H4B2[l(B6)])])f(H4H)]
422,3.371725475715185,C[f(B2[r(B2[b(B[r(B6B[l(B)]H4H)]H4)])l(B4[l(B6)])])]
423,3.3716762821936177,C[f(H4B4[l(B[l(B4B6[b(B2)]H)]B6[b(B6[l(B2)])]H4)])]
424,3.371135081795045,C[f(H4H4BB[l(B6[b(B6[t(B)])])b(BBH4B2HH2)])]
425,3.3711123152645954,C[f(B[l(B[b(B6)]B[l(B2B6H6H6)r(BH2)]H)]H4)]
426,3.3711028462512127,C[f(B2[l(B2H2H2H)]H4B[b(B[r(B6B)]H4)])]
427,3.3709779387801815,C[l(B6[b(B2[b(B2[t(B6[t(BHH4)]B2)])]B2)]H4H4)f(H6)]
428,3.3702630036890273,C[f(H4H4B6[b(B2[r(B2[l(B2[l(B4)])])])]B6[b(B4[l(B)])t(BB[r(B)])])]
429,3.368949571340753,C[r(B6B6[b(B[r(B2[l(B6[r(B6H)]H4)]H4H6)])])f(H2H4)]
430,3.367909025925334,C[l(B6[b(B2[l(B)r(B2)])t(BH)]B2[l(B4)])f(H6H4)]
431,3.367741093092537,C[l(B2[r(BH)]B6[b(B2[r(B2[l(B)b(B[b(B)])]H4)])]B6H6)f(H4H4)]
432,3.3677315702020207,C[l(B6[r(B2[t(B6B)])]B6[b(B2H6)]H2)f(H2H)]
433,3.367696027618341,C[l(B6[l(B2[r(B2[l(B2)])t(B6[r(B6[r(BH)])]B2H)])]B)f(H4H4)]
434,3.3676496168418995,C[f(B2[r(B2[l(B2)])]B[t(B[l(B6[t(B[r(BH4)])])])]H4)r(B4[t(B6H)])]
435,3.3674581528009693,C[l(B6[l(B)b(B6[b(B[l(BH2)])])]BH6)r(B6[l(B2)]H4H4)f(H6)]
436,3.367087216301371,C[f(B4)l(B6[b(B2)l(B[tb(B)l(B6H4H6)]H4)]B2H2)]
437,3.366947004870317,C[l(B[r(B2B6[b(B2[t(B4H4)l(B[t(B)]H)])]B6H6H2)]H2)f(H4)]
438,3.3669136927331325,C[l(B[r(B2[b(B2)t(B6)l(B6B6H)]H4B6)]B)f(H6H4)]
439,3.3667499827315908,C[l(B6[b(B2[b(B2[r(BH4H4B)])]H4)]B)f(H6)]
440,3.3666654769425133,C[l(B6[b(B2[l(B)b(B2[l(B4)])])l(B6[t(B[r(B6)])]H4H)]B2)]
441,3.36607801060934,C[l(B6[b(B2[b(B2)l(B2H6)r(B4H)])t(B4)]BH4H)r(BH4B6)]
442,3.3660662459178914,C[f(B2[t(B)r(B2H4)b(BB2[r(B6)b(B[b(BH4)])])]H2)]
443,3.365735936520771,C[r(B6[r(B[l(B4B6[t(B)l(B2[r(B2)])]H6)]H6)]H)f(H4H4H4)]
444,3.3657128000898577,C[f(B2[l(B6[b(BH4)])])l(B6[b(B)]H4H4H6H6H2)]
445,3.365442067088307,C[r(B6[b(B[l(B6[l(B)])]B6B6[l(B2[r(B2)])]H4H)])f(H6H4)]
446,3.3652371394153207,C[f(B2[r(B2)t(B6[b(B2B6H6)])l(B[b(B6H)])]H4)]
447,3.3651853127248454,C[l(B6[b(BB4B6[t(B2)]H4HH2)]HH6H2)f(H6)]
448,3.3642542254473287,C[l(B6[b(B2)]B[t(B6[t(B2)]H4H)r(BH4H6H6H2)]B6)f(H6)]
449,3.364148023601232,C[l(B[t(B[l(B6[r(B6[b(B2)]HH4)t(B[t(B6)])]H4)])]H6)f(H4)]
450,3.364009944581686,C[l(B6B6[r(B2)b(B6[b(B2)t(B[t(B6)r(BH4)]HH6H2)])]H6)f(H4H4)]
451,3.3636089659064754,C[r(B6[r(B6B2H6)l(B6[r(B4[r(B2)b(B2H6)]H)])]H2)f(H6)]
452,3.3635425669424404,C[f(B2[r(B2[r(B2)])l(B6H4H4)])l(B6[r(B6B6H6)t(B[r(BH4H)])]B)]
453,3.3626002735189013,C[l(BB[t(BB[t(B2)l(BH2H6)]H4H6)]H6)f(H6)]
454,3.3624880014487304,C[f(H6B2[r(B2[t(B[r(B2)l(B6B6)])]H4H4H6H)])]
455,3.362394833464972,C[l(B[b(B6[b(B)l(B2[r(B2[t(B)])]H6)])l(BH4)]H4H)]
456,3.362180578825969,C[f(H2B[r(BH4H6)t(B[r(B6[b(B2H4B)]H)]H4H6)])]
457,3.361934462583198,C[f(H4H4B[l(B6[b(B2[r(B)b(B6[b(B2[b(B2[r(B6)])])]B2)])])]H4H)]
